year,title,papers,paper_data
2020,Neuron ranking - an informed way to compress convolutional neural networks,['https://www.semanticscholar.org/paper/Neuron-ranking-an-informed-way-to-compress-neural-Adamczewski-Park/f14a4624734f24cd0e836f6f2ced2c7dd77abf17'],[{'Citations': 0}]
2020,Compressing Deep Neural Networks With Learnable Regularization,"['https://www.semanticscholar.org/paper/Compressing-Deep-Neural-Networks-With-Learnable-Choi-El-Khamy/9769f1158d09d7ef50a73ac0333956277efdac36', 'https://www.semanticscholar.org/paper/Learning-Sparse-Low-Precision-Neural-Networks-With-Choi-El-Khamy/58e48038f0996e8f50cc7836d63631e63bd239f7']","[{'Citations': 0}, {'Citations': 0}]"
2020,Image Classification Through Top-Down Image Pyramid Traversal,['https://www.semanticscholar.org/paper/Image-Classification-Through-Top-Down-Image-Pyramid-Papadopoulos-Korus/d9d4c0820e14c19c34fbcbad5b63fe7c82f9c0c3'],[{'Citations': 0}]
2020,PAC-Bayes Few-shot Meta-learning with Implicit Learning of Model Prior Distribution,['https://www.semanticscholar.org/paper/PAC-Bayesian-Meta-learning-with-Implicit-Prior-Nguyen-Do/d2060e771530da6d3a36c51bed098eb2763dfa43'],[{'Citations': 0}]
2020,CRAP: Semi-supervised Learning via Conditional Rotation Angle Prediction,['https://www.semanticscholar.org/paper/CRAP%3A-Semi-supervised-Learning-via-Conditional-Xu-Liu/398ab24360bd931591c5027c9288be23f9ede106'],[{'Citations': 0}]
2020,A novel text representation which enables image classifiers to perform text classification,['https://www.semanticscholar.org/paper/Representing-text-as-abstract-images-enables-image-Petrie-Julius/bc14d7e886ef66118c6b29da4046b6b13182ecb6'],[{'Citations': 0}]
2020,FACE SUPER-RESOLUTION GUIDED BY 3D FACIAL PRIORS,['https://www.semanticscholar.org/paper/FACE-SUPER-RESOLUTION-GUIDED-BY-3D-FACIAL-PRIORS-Hu-Ren/2a4ff4dc61deace4b71b19831c53eec46c15ee60'],[{'Citations': 0}]
2020,Correctness Verification of Neural Network,['https://www.semanticscholar.org/paper/Correctness-Verification-of-Neural-Networks-Yang-Rinard/dd9d4111e218628954047be0f315fa61be108806'],[{'Citations': 4}]
2020,Diversely Stale Parameters for Efficient Training of Deep Convolutional Networks,['https://www.semanticscholar.org/paper/Diversely-Stale-Parameters-for-Efficient-Training-Xu-Huo/ad9d461583ef7348134c6a795fb8667760e1d582'],[{'Citations': 0}]
2020,WHAT DATA IS USEFUL FOR MY DATA: TRANSFER LEARNING WITH A MIXTURE OF SELF-SUPERVISED EXPERTS,['https://www.semanticscholar.org/paper/WHAT-DATA-IS-USEFUL-FOR-MY-DATA%3A-TRANSFER-LEARNING-Yan-Acuna/47d7676f3185993ffee96fc2e7f9da8b8771a4ae'],[{'Citations': 0}]
2020,Classification Logit Two-sample Testing by Neural Networks,['https://www.semanticscholar.org/paper/Classification-Logit-Two-sample-Testing-by-Neural-Cheng-Cloninger/93f1d02901e1c3ed94132f0f9d527206956fcf23'],[{'Citations': 2}]
2020,Frontal low-rank random tensors for high-order feature representation,['https://www.semanticscholar.org/paper/Frontal-low-rank-random-tensors-for-high-order-Zhang-Muandet/eb9bd2555721081e129333cddbdd2c86422f8049'],[{'Citations': 0}]
2020,CWAE-IRL: Formulating a supervised approach to Inverse Reinforcement Learning problem,['https://www.semanticscholar.org/paper/CWAE-IRL%3A-Formulating-a-supervised-approach-to-Kusari/9184b62927b82fd045067ce21c458f957dc10dce'],[{'Citations': 0}]
2020,"Study of a Simple, Expressive and Consistent Graph Feature Representation",['https://www.semanticscholar.org/paper/Study-of-a-Simple%2C-Expressive-and-Consistent-Graph-Edouard/32f34ef989d0fb2c101df35dbd650ca43ae58f1c'],[{'Citations': 0}]
2020,Input Alignment along Chaotic directions increases Stability in Recurrent Neural Networks,['https://www.semanticscholar.org/paper/Chaos-guided-Input-Structuring-for-Improved-in-Panda-Roy/cdc0227a49b5624f5b403b8cd43cbb168ddf1da1'],[{'Citations': 0}]
2020,All Neural Networks are Created Equal,['https://www.semanticscholar.org/paper/All-Neural-Networks-are-Created-Equal-Hacohen-Choshen/d3fb841cc558a7e34b5acd318a9357fd41f6310f'],[{'Citations': 1}]
2020,Hyperbolic Image Embeddings,"['https://www.semanticscholar.org/paper/Hyperbolic-Image-Embeddings-Khrulkov-Mirvakhabova/cc1cc334897af613e9103de9afe23e1882e0c153', 'https://www.semanticscholar.org/paper/C-V-%5D-3-A-pr-2-01-9-Hyperbolic-Image-Embeddings-Khrulkov-Mirvakhabova/2b473f109e23a4edb45c13ba9b78316afaca4f45']","[{'Citations': 7}, {'Citations': 0}]"
2020,Instant Quantization of Neural Networks using Monte Carlo Methods,['https://www.semanticscholar.org/paper/Instant-Quantization-of-Neural-Networks-using-Monte-Mordido-Keirsbilck/c03b5d4d6b198d70fec881e917cb1abae7082643'],[{'Citations': 1}]
2020,Gating Revisited: Deep Multi-layer RNNs That Can Be Trained,['https://www.semanticscholar.org/paper/Gating-Revisited%3A-Deep-Multi-layer-RNNs-That-Can-Be-Turkoglu-D%E2%80%99Aronco/2417c2ab87e85eb8a8fdac0edfd70362e7594690'],[{'Citations': 1}]
2020,ILS-SUMM: Iterated Local Search for Unsupervised Video Summarization,['https://www.semanticscholar.org/paper/ILS-SUMM%3A-Iterated-Local-Search-for-Unsupervised-Shemer-Rotman/6100248d6986e584e3a38b8a15883def93dc7d67'],[{'Citations': 1}]
2020,Quadratic GCN for graph classification,['https://www.semanticscholar.org/paper/Quadratic-GCN-for-graph-classification-Nagar-Louzoun/f563ccd3629a318b5018c0fe24609b09be95b2c4'],[{'Citations': 0}]
2020,Topological based classification using graph convolutional networks,['https://www.semanticscholar.org/paper/Topological-based-classification-using-graph-Abel-Benami/e85ad9586b39ee35148d493a47e258165133d988'],[{'Citations': 0}]
2020,Quantifying Layerwise Information Discarding of Neural Networks and Beyond,['https://www.semanticscholar.org/paper/Quantifying-Layerwise-Information-Discarding-of-and-Ma-Zhang/ede1f728e5c4f9d35ecede78776b102cb06776d5'],[{'Citations': 0}]
2020,Minimizing Change in Classifier Likelihood to Mitigate Catastrophic Forgetting,['https://www.semanticscholar.org/paper/Minimizing-Change-in-Classifier-Likelihood-to-Gaurav-Vernekar/d36631e21fa46d1e758797b330eaac3021fa411f'],[{'Citations': 0}]
2020,A Memory-augmented Neural Network by Resembling Human Cognitive Process of Memorization,['https://www.semanticscholar.org/paper/A-Memory-augmented-Neural-Network-by-Resembling-of-Shan-Zhang/9b330b689ad42ab75eabf29cd7deb4f691aeb3b7'],[{'Citations': 0}]
2020,Molecule Property Prediction and Classification with Graph Hypernetworks,['https://www.semanticscholar.org/paper/Molecule-Property-Prediction-and-Classification-Nachmani-Wolf/3b07e81adf4e0cd6e9d202b299bc162b892e6fcf'],[{'Citations': 2}]
2020, Sparsity Learning in Deep Neural Networks,['https://www.semanticscholar.org/paper/GASL%3A-Guided-Attention-for-Sparsity-Learning-in-Torfi-Shirvani/ad0ba8d57b2e09d091bfec7e48d717898cb25de0'],"[{'Citations': 4, 'Highly Influenced Papers': 1, 'Cite Methods': 1, 'Cite Background': 1, 'Twitter Mentions': 4}]"
2020,A Harmonic Structure-Based Neural Network Model for Musical Pitch Detection,['https://www.semanticscholar.org/paper/A-Harmonic-Structure-Based-Neural-Network-Model-for-Wang-Liu/6c0aefa3ef66d012e7ec0401203ab7e08606270f'],[{'Citations': 0}]
2020,SEERL : Sample Efficient Ensemble Reinforcement Learning,['https://www.semanticscholar.org/paper/SEERL%3A-Sample-Efficient-Ensemble-Reinforcement-Saphal-Ravindran/893de3818ade05e319d1dcc73d95364d343be709'],[{'Citations': 1}]
2020,Defensive Quantization Layer For Convolutional Network Against Adversarial Attack,['https://www.semanticscholar.org/paper/Defensive-Quantization-Layer-For-Convolutional-Song-Wang/e27b99dec6d9ed1ec75d114e716eb7cef11ea233'],[{'Citations': 0}]
2020,Learnable Higher-order Representation for Action Recognition,['https://www.semanticscholar.org/paper/Learnable-Higher-order-Representation-for-Action-Hu-Raj/443443da89fea24f540ecb03fe269d52d4c51c1b'],[{'Citations': 0}]
2020,Meta Module Network for Compositional Visual Reasoning,['https://www.semanticscholar.org/paper/Meta-Module-Network-for-Compositional-Visual-Chen-Gan/320464aa0231bc728c7d9ab7e71e552c12a7486b'],[{'Citations': 3}]
2020,Multi-Task Adapters for On-Device Audio Inference,['https://www.semanticscholar.org/paper/Multi-Task-Adapters-for-On-Device-Audio-Inference-Tagliasacchi-Quitry/912f0a960c488caf0f23fe13ead33d5b3a73afbe'],[{'Citations': 0}]
2020,Learning audio representations with self-supervision,['https://www.semanticscholar.org/paper/Learning-audio-representations-with-Tagliasacchi-Gfeller/531bc7896aedad3695ae4cc79e905e4d68c1cb84'],[{'Citations': 0}]
2020,Scholastic-Actor-Critic For Multi Agent Reinforcement Learning,['https://www.semanticscholar.org/paper/Scholastic-Actor-Critic-For-Multi-Agent-Learning-Hou/558a6871e1d6ad90d6c881a95c6a8428c6bb1c73'],[{'Citations': 0}]
2020,Non-Gaussian processes and neural networks at finite widths,['https://www.semanticscholar.org/paper/Non-Gaussian-processes-and-neural-networks-at-Yaida/b2403fb9f025a271511613a6724651d121fba7be'],[{'Citations': 4}]
2020,Uncertainty-aware Variational-Recurrent Imputation Network for Clinical Time Series,['https://www.semanticscholar.org/paper/Uncertainty-Aware-Variational-Recurrent-Imputation-Mulyadi-Jun/47e20e47e8449f3d2203fc342660ed56f4a86648'],[{'Citations': 0}]
2020,An Information Theoretic Perspective on Disentangled Representation Learning,['https://www.semanticscholar.org/paper/An-Information-Theoretic-Perspective-on-Learning-Yang-Bi/7fe534121f4d20388288c6f60c634e9f3fd65a73'],[{'Citations': 0}]
2020,Towards a Unified Evaluation of Explanation Methods without Ground Truth,['https://www.semanticscholar.org/paper/Towards-a-Unified-Evaluation-of-Explanation-Methods-Zhang-Chen/51852ab998f9218eb7c466c7aa6a20421db16683'],[{'Citations': 3}]
2020,GumbelClip: Off-Policy Actor-Critic Using Experience Replay,['https://www.semanticscholar.org/paper/GumbelClip%3A-Off-Policy-Actor-Critic-Using-Replay-Tasfi-Capretz/cfd91a4fb79dac43881060d70cfabbf8cfec5fef'],[{'Citations': 0}]
2020,Adversarial Neural Pruning,['https://www.semanticscholar.org/paper/Adversarial-Neural-Pruning-Madaan-Hwang/fd3b6e034255bb1f0a64a7368c5b2f262e413ca1'],[{'Citations': 1}]
2020,Affine Self Convolution,['https://www.semanticscholar.org/paper/Affine-Self-Convolution-Diaconu-Worrall/086d6745ac3bf10d8b088ac94c0fbf3956a2d321'],[{'Citations': 2}]
2020,Universal Source-Free Domain Adaptation,['https://www.semanticscholar.org/paper/Universal-Source-Free-Domain-Adaptation-Kundu-Venkat/611b5f9f868c9e820d2c4cd8e8a9bb4274eb3a8f'],[{'Citations': 0}]
2020,$\textrm{D}^2$GAN: A Few-Shot Learning Approach with Diverse and Discriminative Feature Synthesis,['https://www.semanticscholar.org/paper/%24%5Ctextrm%7BD%7D%5E2%24GAN%3A-A-Few-Shot-Learning-Approach-and-Li-Zhang/fbda60846376cb7e9382b278e49ce69458f9756d'],[{'Citations': 0}]
2020,Hardware-aware One-Shot Neural Architecture Search in Coordinate Ascent Framework,['https://www.semanticscholar.org/paper/Hardware-aware-One-Shot-Neural-Architecture-Search-Zhang-Yang/45ee4b57aa4174548e6b4319b508a86b7542c2e1'],[{'Citations': 0}]
2020,Multi-task Network Embedding with Adaptive Loss Weighting,['https://www.semanticscholar.org/paper/Multi-task-Network-Embedding-with-Adaptive-Loss-Rizi-Granitzer/29f9800585e932c0bf00f7166faebe8c8c0fa099'],[{'Citations': 0}]
2020,Perception-Driven Curiosity with Bayesian Surprise,['https://www.semanticscholar.org/paper/Perception-Driven-Curiosity-with-Bayesian-Surprise-Bucher-Arapin/0f0bf1bcf6de20532c416552ab47dda372e2e211'],[{'Citations': 1}]
2020,Global reasoning network for image super-resolution,['https://www.semanticscholar.org/paper/Global-reasoning-network-for-image-super-resolution-Zhang-Zhou/4375cbd0e7bffb6b77e1a54bef2535a1e1920aab'],[{'Citations': 0}]
2020,MUSE: Multi-Scale Attention Model for Sequence to Sequence Learning,['https://www.semanticscholar.org/paper/MUSE%3A-Multi-Scale-Attention-Model-for-Sequence-to-Zhao-Sun/b16db6c6ad9ca60090103ca505a5e57457276f89'],[{'Citations': 0}]
2020,Utility Analysis of Network Architectures for 3D Point Cloud Processing,['https://www.semanticscholar.org/paper/Utility-Analysis-of-Network-Architectures-for-3D-Huang-Zhang/1f0348fd1aa5abebd9d6f1d31bdb45c3fdb017e9'],[{'Citations': 1}]
2020,Reducing Sentiment Bias in Language Models via Counterfactual Evaluation,['https://www.semanticscholar.org/paper/Reducing-Sentiment-Bias-in-Language-Models-via-Huang-Zhang/76540cdd760f659e1a1ad20ce8b1acc1444f7435'],[{'Citations': 7}]
2020,BERT for Sequence-to-Sequence Multi-Label Text Classification,['https://www.semanticscholar.org/paper/BERT-for-Sequence-to-Sequence-Multi-Label-Text-Yarullin-Serdyukov/b6c03717949949d552a334e4534b93be4aebc802'],[{'Citations': 1}]
2020,Boosting Generative Models by Leveraging Cascaded Meta-Models,['https://www.semanticscholar.org/paper/Boosting-Generative-Models-by-Leveraging-Cascaded-Bao-Su/607c9e0e111df2233211a8ca26ecb71e41eac9dd'],[{'Citations': 1}]
2020,RAT-SQL: Relation-Aware Schema Encoding and Linking for Text-to-SQL Parsers,['https://www.semanticscholar.org/paper/RAT-SQL%3A-Relation-Aware-Schema-Encoding-and-Linking-Wang-Shin/0c5bc409e62e65f86838968a2a7cdae5fa0b288b'],[{'Citations': 6}]
2020,Shape Features Improve General Model Robustness,['https://www.semanticscholar.org/paper/Shape-Features-Improve-General-Model-Robustness-Xiao-Sun/5c5e9c9c4ab8b0193ce52485e57c02ae473c0f7a'],[{'Citations': 0}]
2020,The Secret Revealer: Generative Model Inversion Attacks Against Deep Neural Networks,['https://www.semanticscholar.org/paper/The-Secret-Revealer%3A-Generative-Model-Inversion-Zhang-Jia/e1f25c2ff4738f000ff11281a5fc1f7a9f939d3c'],[{'Citations': 6}]
2020,Common sense and Semantic-Guided Navigation via Language in Embodied Environments,['https://www.semanticscholar.org/paper/Common-sense-and-Semantic-Guided-Navigation-via-in-Yu-Khatri/29dde87d6ef746fbdee9075c55ad67ccbcca5bb4'],[{'Citations': 0}]
2020,TransINT: Embedding Implication Rules in Knowledge Graphs with Isomorphic Intersections of Linear Subspaces,['https://www.semanticscholar.org/paper/TransINT%3A-Embedding-Implication-Rules-in-Knowledge-Min-Raghavan/7213e1a1d0382321a05f257df4d7fb6f95586254'],[{'Citations': 0}]
2020,Meta Label Correction for Learning with Weak Supervision,['https://www.semanticscholar.org/paper/Meta-Label-Correction-for-Learning-with-Weak-Zheng-Awadallah/3f04c6bfca0d360b9851d80c0d6c9869531aa472'],[{'Citations': 1}]
2020,Towards Effective and Efficient Zero-shot Learning by Fine-tuning with  Task Descriptions,['https://www.semanticscholar.org/paper/Towards-Effective-and-Efficient-Zero-shot-Learning-Jin-Liu/b3b27be0585b9e3475ae7187cb33ffcccde5a7c2'],[{'Citations': 0}]
2020,Multi-hop Question Answering via Reasoning Chains,['https://www.semanticscholar.org/paper/Multi-hop-Question-Answering-via-Reasoning-Chains-Chen-Lin/6a3e035a970819de7f6f8fba2bb105dbefe16db0'],[{'Citations': 8}]
2020,Factorized Multimodal Transformer for Multimodal Sequential Learning,['https://www.semanticscholar.org/paper/Factorized-Multimodal-Transformer-for-Multimodal-Zadeh-Mao/cd88d0346e679d1388d7e0ef08f7f7e329f2d760'],[{'Citations': 0}]
2020,Faster and Just As Accurate: A Simple Decomposition for Transformer Models,['https://www.semanticscholar.org/paper/Faster-and-Just-As-Accurate%3A-A-Simple-Decomposition-Cao-Trivedi/c7b9ac7b5e7eab390561284b1f47777a4c4c023a'],[{'Citations': 3}]
2020,Learning Function-Specific Word Representations,['https://www.semanticscholar.org/paper/Learning-Function-Specific-Word-Representations-Gerz-Vulic/334f5b889bd7e0a9664c556cc26d8eb8351472b3'],[{'Citations': 0}]
2020,Attention over Parameters for Dialogue Systems,['https://www.semanticscholar.org/paper/Attention-over-Parameters-for-Dialogue-Systems-Madotto-Lin/68504c945ad7d35a0399c228b8ea8a05d74a9ab1'],[{'Citations': 0}]
2020,Extreme Language Model Compression with Optimal Subwords and Shared Projections,['https://www.semanticscholar.org/paper/Extreme-Language-Model-Compression-with-Optimal-and-Zhao-Gupta/740e4599b0e3113ad804cee4394c7fa7c0e96ca5'],[{'Citations': 17}]
2020,Distilling the Knowledge of BERT for Text Generation,['https://www.semanticscholar.org/paper/Distilling-the-Knowledge-of-BERT-for-Text-Chen-Gan/60acc34101dc0395ae6d2ab6abf26cbedb00e961'],[{'Citations': 10}]
2020,DCTD: Deep Conditional Target Densities for Accurate Regression,"['https://www.semanticscholar.org/paper/DCTD%3A-Deep-Conditional-Target-Densities-for-Gustafsson-Danelljan/0390649ad9c7025138a566f7116202f8a3ab7dfa', 'https://www.semanticscholar.org/paper/Learning-Deep-Conditional-Target-Densities-for-Gustafsson-Danelljan/ec09b6cadbdef8f13c0ec7e1259e889494db187b']","[{'Citations': 2}, {'Citations': 1}]"
2020,A Gradient-based Architecture HyperParameter Optimization Approach,['https://www.semanticscholar.org/paper/A-Gradient-based-Architecture-HyperParameter-Liu-Zhang/9ae64b91fc8fe9d1b169274b142dfb8d99f2ca6f'],[{'Citations': 0}]
2020,Generalizing Natural Language Analysis through Span-relation Representations,['https://www.semanticscholar.org/paper/Generalizing-Natural-Language-Analysis-through-Jiang-Xu/1fca5785a77729d5c9d0e8761c0fb6102ad41dd7'],[{'Citations': 0}]
2020,Learning to Sit: Synthesizing Human-Chair Interactions via Hierarchical Control,['https://www.semanticscholar.org/paper/Learning-to-Sit%3A-Synthesizing-Human-Chair-via-Chao-Yang/ed580995e4a51424d8f1a20f5b64200fe227c2cd'],[{'Citations': 1}]
2020,"Unsupervised Few-shot Object Recognition by Integrating Adversarial, Self-supervision, and Deep Metric Learning of Latent Parts",['https://www.semanticscholar.org/paper/Unsupervised-Few-shot-Object-Recognition-by-and-of-Nguyen-Todorovic/48d26f3003184b9b27fc834b6c7659407a6c34fa'],[{'Citations': 0}]
2020,BERT Wears GloVes: Distilling Static Embeddings from Pretrained Contextual Representations,['https://www.semanticscholar.org/paper/BERT-Wears-GloVes%3A-Distilling-Static-Embeddings-Bommasani-Davis/20d46f6b6bb534e78b41e1230918c4c2b0780c64'],[{'Citations': 0}]
2020,Mixed Setting Training Methods for Incremental Slot-Filling Tasks,['https://www.semanticscholar.org/paper/Mixed-Setting-Training-Methods-for-Incremental-Michelin-Kummerfeld/5fe5eee5a659cd42b96486e00167409f4851a83b'],[{'Citations': 0}]
2020,UniLoss: Unified Surrogate Loss by Adaptive Interpolation,['https://www.semanticscholar.org/paper/UniLoss%3A-Unified-Surrogate-Loss-by-Adaptive-Liu-Wang/5f45da038e9979d75971576a6c9a3da50dc3cf96'],[{'Citations': 1}]
2020,MobileBERT: Task-Agnostic Compression of BERT by Progressive Knowledge Transfer,['https://www.semanticscholar.org/paper/MobileBERT%3A-Task-Agnostic-Compression-of-BERT-by-Sun-Yu/cc3be86706e0aff342e67b6ab84293fddc98423d'],[{'Citations': 5}]
2020,Interactive Classification by Asking Informative Questions,['https://www.semanticscholar.org/paper/Interactive-Classification-by-Asking-Informative-Yu-Chen/9a5b679bb119cd7154eef9cc73facb0eb28acbbc'],[{'Citations': 0}]
2020,Cross-Lingual Vision-Language Navigation,['https://www.semanticscholar.org/paper/Cross-Lingual-Vision-Language-Navigation-Yan-Wang/4c54130c3f9310c05a4a9e178752f80c169b8edf'],[{'Citations': 0}]
2020,Single Deep Counterfactual Regret Minimization,"['https://www.semanticscholar.org/paper/Single-Deep-Counterfactual-Regret-Minimization-Steinberger/fd4ca6d2aa21e3b486e1ec38fbf4640853091dc3', 'https://www.semanticscholar.org/paper/SINGLE-DEEP-COUNTERFACTUAL-REGRET-MINIMIZA/8fc6a592181cf975e986c27f906aff1c852aae44']","[{'Citations': 8}, {'Citations': 0}]"
2020,I love your chain mail! Making knights smile in a fantasy game world,['https://www.semanticscholar.org/paper/I-love-your-chain-mail!-Making-knights-smile-in-a-Prabhumoye-Li/b7e1dd54a831145cc9e9f0512e30595001c946de'],[{'Citations': 3}]
2020,DOUBLE-HARD DEBIASING: TAILORING WORD EMBEDDINGS FOR GENDER BIAS MITIGATION,['https://www.semanticscholar.org/paper/Double-Hard-Debias%3A-Tailoring-Word-Embeddings-for-Wang-Lin/b58abb51a5dae7fb753be4535e468a6f1f07f873'],[{'Citations': 1}]
2020,Pragmatic Evaluation of Adversarial Examples in Natural Language,['https://www.semanticscholar.org/paper/Pragmatic-Evaluation-of-Adversarial-Examples-in-Morris-Lifland/6bab120ece1609eadee3fae736f03e70e36c3968'],[{'Citations': 0}]
2020,Question Generation from Paragraphs: A Tale of Two Hierarchical Models,['https://www.semanticscholar.org/paper/Question-Generation-from-Paragraphs%3A-A-Tale-of-Two-Kumar-Chaki/e7dec640af70a5cbb1d4f4809052d1df373ca81d'],[{'Citations': 0}]
2020,Should All Cross-Lingual Embeddings Speak English?,['https://www.semanticscholar.org/paper/Should-All-Cross-Lingual-Embeddings-Speak-English-Anastasopoulos-Neubig/812464617378ff54d70f8a892ba50f6e270bd799'],[{'Citations': 1}]
2020,Couple-VAE: Mitigating the Encoder-Decoder Incompatibility in Variational Text Modeling with Coupled Deterministic Networks,['https://www.semanticscholar.org/paper/Couple-VAE%3A-Mitigating-the-Encoder-Decoder-in-Text-Wu-Wang/70ed7f106f20f81f193e7f443cfa6c3ed5cfd436'],[{'Citations': 0}]
2020,Task-agnostic Continual Learning via Growing Long-Term Memory Networks,['https://www.semanticscholar.org/paper/Task-agnostic-Continual-Learning-via-Growing-Memory-Kruszewski-Sorodoc/be541ecd5148e00085d9838c86d99637d47abc15'],[{'Citations': 0}]
2020,Exploring the Pareto-Optimality between Quality and Diversity in Text Generation,['https://www.semanticscholar.org/paper/Exploring-the-Pareto-Optimality-between-Quality-and-Li-Lan/1ced7ace7cdbfaed054fff433ab5c74f8e69ddfc'],[{'Citations': 0}]
2020,An Empirical Study of Encoders and Decoders in Graph-Based Dependency Parsing,['https://www.semanticscholar.org/paper/An-Empirical-Study-of-Encoders-and-Decoders-in-Wang-Hu/fe5900b27ddbd62360e8da5d7b6cbb3a951e1c66'],[{'Citations': 0}]
2020,Hierarchical Summary-to-Article Generation,['https://www.semanticscholar.org/paper/Hierarchical-Summary-to-Article-Generation-Zhou-Ge/54a07b4847ccddb0f1025ee053b89a026832f211'],[{'Citations': 0}]
2020,Anomaly Detection by Deep Direct Density Ratio Estimation,['https://www.semanticscholar.org/paper/Anomaly-Detection-by-Deep-Direct-Density-Ratio-Abe-Sugiyama/6fcf3d1385d69fdcdd578caa157c9784e5f53a8f'],[{'Citations': 1}]
2020,Generating Biased Datasets for Neural Natural Language Processing,['https://www.semanticscholar.org/paper/Generating-Biased-Datasets-for-Neural-Natural-Chan-Tay/758c1d9af9841526bc445fd747a68d661762d0eb'],[{'Citations': 0}]
2020,3D-SIC: 3D Semantic Instance Completion for RGB-D Scans,['https://www.semanticscholar.org/paper/3D-SIC%3A-3D-Semantic-Instance-Completion-for-RGB-D-Hou-Dai/0c7fefc55677f57c40a59eb3386c14d577abae27'],[{'Citations': 3}]
2020,Towards Holistic and Automatic Evaluation of Open-Domain Dialogue Generation,['https://www.semanticscholar.org/paper/Towards-Holistic-and-Automatic-Evaluation-of-Pang-Nijkamp/5dd8e4b80f5033aef1db1fad974437bc9b8e8112'],[{'Citations': 0}]
2020,Semi-Supervised Semantic Dependency Parsing Using CRF Autoencoders,['https://www.semanticscholar.org/paper/Semi-Supervised-Semantic-Dependency-Parsing-Using-Jia-Ma/3af3a1cf3ed50a7b4fba6691cf8c29e6f811a6ac'],[{'Citations': 0}]
2020,Contextualized Sparse Representation with Rectified N-Gram Attention for Open-Domain Question Answering,['https://www.semanticscholar.org/paper/Contextualized-Sparse-Representation-with-Rectified-Lee-Seo/bc74910880e134ec91f9364dfd3de29d2c862fd7'],[{'Citations': 0}]
2020,Recurrent Layer Attention Network,['https://www.semanticscholar.org/paper/Recurrent-Layer-Attention-Network-Kim-Shim/de40abeee5b5383a915dfbe5063224754cdab98e'],[{'Citations': 0}]
2020,Natural Language State Representation for Reinforcement Learning,['https://www.semanticscholar.org/paper/Natural-Language-State-Representation-for-Learning-Schwartz-Tennenholtz/e583a9ccbfb133ede1e4c2b4fa55ef75050d40a3'],[{'Citations': 0}]
2020,BEAN: Interpretable Representation Learning with Biologically-Enhanced Artificial Neuronal Assembly Regularization,['https://www.semanticscholar.org/paper/BEAN%3A-Interpretable-Representation-Learning-with-Gao-Ascoli/f6d2297085e44934c5c6e8d0305f69d1298da027'],[{'Citations': 0}]
2020,Revisiting Fine-tuning for Few-shot Learning,['https://www.semanticscholar.org/paper/Revisiting-Fine-tuning-for-Few-shot-Learning-Nakamura-Harada/468fbab355933a871da90c15f69e41c74faedbbc'],[{'Citations': 4}]
2020,Unrestricted Adversarial Attacks For Semantic Segmentation,"['https://www.semanticscholar.org/paper/Unrestricted-Adversarial-Attacks-for-Semantic-Shen-Mao/4aa6021dfa1708791bd1b0f851e76aa6c8aedd90', 'https://www.semanticscholar.org/paper/AdvSPADE%3A-Realistic-Unrestricted-Attacks-for-Shen-Mao/ae31c1d4b711caed8b029987d692522d4997b97d']","[{'Citations': 0}, {'Citations': 1}]"
2020,End-to-End Multi-Domain Task-Oriented Dialogue Systems with Multi-level Neural Belief Tracker,['https://www.semanticscholar.org/paper/End-to-End-Multi-Domain-Task-Oriented-Dialogue-with-Le-Sahoo/6cbe5598ff3f2773e62545ac2f2a36f1d07edf31'],[{'Citations': 2}]
2020,Accelerate DNN Inference  By Inter-Operator Parallelization,['https://www.semanticscholar.org/paper/Accelerate-DNN-Inference-By-Inter-Operator-Ding-Zhu/2f9560e661a9bd8d5a1f04c2f167ee049379df06'],[{'Citations': 0}]
2020,Posterior Control of Blackbox Generation ,['https://www.semanticscholar.org/paper/Posterior-Control-of-Blackbox-Generation-Li-Rush/fd061aa7d44021e71186e7798ad332f19be1ce1f'],[{'Citations': 0}]
2020,Learning to Generate 3D Training Data through Hybrid Gradient,"['https://www.semanticscholar.org/paper/Learning-to-Generate-Synthetic-3D-Training-Data-Yang-Deng/2e1142d633f033167a9fad5e0d0bb9e67a067e7e', 'https://www.semanticscholar.org/paper/Learning-to-Generate-3D-Training-Data-through-Yang-Deng/d8bf8a6bcee94ac70a95934cafa858051d74c05e']","[{'Citations': 1}, {'Citations': 0}]"
2020,Learning to Learn via Gradient Component Corrections,['https://www.semanticscholar.org/paper/Learning-to-Learn-via-Gradient-Component-Simon-Koniusz/3286361ee91b3ba77ce177900a7d35203ffef75f'],[{'Citations': 0}]
2020,VUSFA:Variational Universal Successor Features Approximator ,['https://www.semanticscholar.org/paper/VUSFA%3A-Variational-Universal-Successor-Features-to-Siriwardhana-Weerasekera/a528d89759d3d627df48751452004375d6295e10'],[{'Citations': 1}]
2020,Data Annealing Transfer learning Procedure for Informal Language Understanding Tasks,['https://www.semanticscholar.org/paper/Data-Annealing-Transfer-learning-Procedure-for-Gu-Zhou/c47ec4116cf00a7194e072531fd40396f649cbc1'],[{'Citations': 0}]
2020,Building Hierarchical Interpretations in Natural Language via Feature Interaction Detection,['https://www.semanticscholar.org/paper/Building-Hierarchical-Interpretations-in-Natural-Chen-Zheng/498840b2bb4412d774bb8b82d1af9d020c068018'],[{'Citations': 0}]
