year,title,citations,cite_background,cite_methods,cite_results,twitter_mentions,highly_influenced_papers
2020,Compositional Visual Generation with Energy Based Models,0,0,0,0,0,0
2020,Fourier networks for uncertainty estimates and out-of-distribution detection,0,0,0,0,0,0
2020,Finding Winning Tickets with Limited (or No) Supervision,1,0,0,0,0,0
2020,DASGrad: Double Adaptive Stochastic Gradient,0,0,0,0,0,0
2020,Physics-Aware Flow Data Completion Using Neural Inpainting,0,0,0,0,0,0
2020,Towards Modular Algorithm Induction,1,0,0,0,0,0
2020,PROVABLY BENEFITS OF DEEP HIERARCHICAL RL,0,0,0,0,0,0
2020,Effects of Linguistic Labels on Learned Visual Representations in Convolutional Neural Networks: Labels matter!,0,0,0,0,0,0
2020,What Can Learned Intrinsic Rewards Capture?,1,0,0,0,0,0
2020,QXplore: Q-Learning Exploration by Maximizing Temporal Difference Error,3,0,0,0,3,0
2020,Neural Clustering Processes,1,1,1,1,0,1
2020,Pre-training as Batch Meta Reinforcement Learning with tiMe ,0,0,0,0,0,0
2020,Neural Architecture Search in Embedding Space,0,0,0,0,0,0
2020,Multi-Task Learning via Scale Aware Feature Pyramid Networks and Effective Joint Head,0,0,0,0,0,0
2020,BANANAS: Bayesian Optimization with Neural Networks for Neural Architecture Search,1,1,1,0,0,0
2020,Isolating Latent Structure with Cross-population Variational Autoencoders,0,0,0,0,0,0
2020,Stabilizing Off-Policy Reinforcement Learning with Conservative Policy Gradients,0,0,0,0,0,0
2020,When Covariate-shifted Data Augmentation Increases Test Error And How to Fix It,1,1,1,0,0,1
2020,Learning robust visual representations using data augmentation invariance,2,1,1,0,0,0
2020,Learning to Generate Grounded Visual Captions without Localization Supervision,2,2,2,1,0,2
2020,On Empirical Comparisons of Optimizers for Deep Learning,16,3,1,0,0,0
2020,LEARNING DIFFICULT PERCEPTUAL TASKS WITH HODGKIN-HUXLEY NETWORKS,0,0,0,0,0,0
2020,Adversarial Robustness Against the Union of Multiple Perturbation Models,9,8,0,0,0,0
2020,LightPAFF: A Two-Stage Distillation Framework for Pre-training and Fine-tuning,0,0,0,0,0,0
2020,LocalGAN: Modeling Local Distributions for Adversarial Response Generation,0,0,0,0,0,0
2020,Partial Simulation for Imitation Learning,0,0,0,0,0,0
2020,Progressive Upsampling Audio Synthesis via Effective Adversarial Training,0,0,0,0,0,0
2020,A Quality-Diversity Controllable GAN for Text Generation,0,0,0,0,0,0
2020,Unsupervised-Learning of time-varying features,0,0,0,0,0,0
2020,Improving Visual Relation Detection using Depth Maps,3,2,0,0,0,0
2020,DeepAGREL: Biologically plausible deep learning via direct reinforcement,0,0,0,0,0,0
2020,Learn Interpretable Word Embeddings Efficiently with von Mises-Fisher Distribution,0,0,0,0,0,0
2020,Mirror Descent View For Neural Network Quantization,4,2,2,0,0,0
2020,Topological Autoencoders,2,1,0,0,0,0
2020,Utilizing Edge Features in Graph Neural Networks via Variational Information Maximization,6,2,2,0,0,0
2020,Redundancy-Free Computation Graphs for Graph Neural Networks,0,0,0,0,0,0
2020,Long History Short-Term Memory for Long-Term Video Prediction,0,0,0,0,0,0
2020,How the Softmax Activation Hinders the Detection of Adversarial and Out-of-Distribution Examples in Neural Networks,0,0,0,0,0,0
2020,Solving Packing Problems by Conditional Query Learning,0,0,0,0,0,0
2020,Context Based Machine Translation With Recurrent Neural Network For English-Amharic Translation ,0,0,0,0,0,0
2020,"Long-term planning, short-term adjustments",0,0,0,0,0,0
2020,Boosting Network: Learn by Growing Filters and Layers via SplitLBI,0,0,0,0,0,0
2020,MULTI-STAGE INFLUENCE FUNCTION,1,0,0,0,0,0
2020,$\ell_1$ Adversarial Robustness Certificates: a Randomized Smoothing Approach,4,2,1,0,0,0
2020,Scaling Up Neural Architecture Search with Big Single-Stage Models,4,0,2,0,0,0
2020,CONTRIBUTION OF INTERNAL REFLECTION IN LANGUAGE EMERGENCE WITH AN UNDER-RESTRICTED SITUATION,0,0,0,0,0,0
2020,MIM: Mutual Information Machine,1,0,0,1,0,0
2020,Variable Complexity in the Univariate and Multivariate Structural Causal Model,0,0,0,0,0,0
2020,Copy That! Editing Sequences by Copying Spans,0,0,0,0,0,0
2020,OmniNet: A unified architecture for multi-modal multi-task learning,3,1,0,0,0,1
2020,QGAN: Quantize Generative Adversarial Networks to Extreme low-bits,0,0,0,0,0,0
2020,Imagine That! Leveraging Emergent Affordances for Tool Synthesis in Reaching Tasks,1,1,1,0,0,0
2020,Enhancing Attention with Explicit Phrasal Alignments,0,0,0,0,0,0
2020,A GOODNESS OF FIT MEASURE FOR GENERATIVE NETWORKS,0,0,0,0,0,0
2020,Learning Neural Causal Models from Unknown Interventions,9,3,1,0,0,0
2020,SLM Lab: A Comprehensive Benchmark and Modular Software Framework for Reproducible Deep Reinforcement Learning,2,1,0,0,0,0
2020,ADA+: A GENERIC FRAMEWORK WITH MORE ADAPTIVE EXPLICIT ADJUSTMENT FOR LEARNING RATE,0,0,0,0,0,0
2020,A⋆MCTS: SEARCH WITH THEORETICAL GUARANTEE USING POLICY AND VALUE FUNCTIONS,0,0,0,0,0,0
2020,Faster Neural Network Training with Data Echoing,3,1,0,0,0,0
2020,Sparse Weight Activation Training,1,0,0,0,0,0
2020,BOOSTING ENCODER-DECODER CNN FOR INVERSE PROBLEMS,0,0,0,0,0,0
2020,Unsupervised Spatiotemporal Data Inpainting,0,0,0,0,0,0
2020,Deep geometric matrix completion:  Are we doing it right?,0,0,0,0,0,0
2020,Predictive Coding for Boosting Deep Reinforcement Learning with Sparse Rewards,1,1,0,0,0,0
2020,Improved Structural Discovery and Representation Learning of Multi-Agent Data,0,0,0,0,0,0
2020,Laplacian Denoising Autoencoder,0,0,0,0,0,0
2020,A Boolean Task Algebra for Reinforcement Learning,1,1,0,0,0,0
2020,"On Iterative Neural Network Pruning, Reinitialization, and the Similarity of Masks",0,0,0,0,0,0
2020,Semantics Preserving Adversarial Attacks,1,1,0,0,0,1
2020,Unified recurrent network for many feature types,2,0,0,0,2,0
2020,How noise affects the Hessian spectrum in overparameterized neural networks,3,1,1,0,0,0
2020,Symmetric-APL Activations: Training Insights and Robustness to Adversarial Attacks,0,0,0,0,0,0
2020,Temporal Probabilistic Asymmetric Multi-task Learning,0,0,0,0,0,0
2020,Learning Deep-Latent Hierarchies by Stacking Wasserstein Autoencoders,0,0,0,0,0,0
2020,Feature Selection using Stochastic Gates,4,1,3,0,0,0
2020,Stablizing Adversarial Invariance Induction by Discriminator Matching,0,0,0,0,0,0
2020,Revisiting Gradient Episodic Memory for Continual Learning,0,0,0,0,0,0
2020,"Unifying Question Answering, Text Classification, and Regression via Span Extraction",10,6,3,0,0,1
2020,Reinforcement Learning with Probabilistically Complete Exploration,1,0,0,0,0,0
2020,Global Momentum Compression for Sparse Communication in Distributed SGD,2,0,1,0,2,0
2020,Quantifying uncertainty with GAN-based priors,0,0,0,0,0,0
2020,Analyzing Privacy Loss in Updates of Natural Language Models,0,0,0,0,0,0
2020,Layer Flexible Adaptive Computation Time for Recurrent Neural Networks,1,1,0,0,2,0
2020,Gumbel-Matrix Routing for Flexible Multi-task Learning,1,0,0,0,0,0
2020,"OPTIMAL TRANSPORT, CYCLEGAN, AND PENALIZED LS FOR UNSUPERVISED LEARNING IN INVERSE PROBLEMS",7,4,4,1,0,0
2020,Stabilizing DARTS with Amended Gradient Estimation on Architectural Parameters,4,2,1,0,0,0
2020,Why ADAM Beats SGD for Attention Models	,17,6,3,1,0,2
2020,Multi-Sample Dropout for Accelerated Training and Better Generalization,7,2,1,1,0,0
2020,Prototype Recalls for Continual Learning,4,1,1,0,5,0
2020,Learning Surrogate Losses,7,5,0,0,0,0
2020,Recurrent Independent Mechanisms,21,8,2,0,0,1
2020,Anomaly Detection Based on Unsupervised Disentangled Representation Learning in Combination with Manifold Learning,1,0,0,0,0,0
2020,Stochastic Mirror Descent on Overparameterized Nonlinear Models,14,4,1,0,0,1
2020,On the implicit minimization of alternative loss functions when training deep networks,0,0,0,0,0,0
2020,UWGAN: UNDERWATER GAN FOR REAL-WORLD UNDERWATER COLOR RESTORATION AND DEHAZING,0,0,0,0,0,0
2020,LEARNING  TO LEARN  WITH  BETTER  CONVERGENCE,-1,-1,-1,-1,-1,-1
2020,Minimally distorted Adversarial Examples with a Fast Adaptive Boundary Attack,14,5,4,0,0,2
2020,Octave Graph Convolutional Network,0,0,0,0,0,0
2020,"Lift-the-flap: what, where and when for context reasoning",1,0,0,0,0,0
2020,The Dynamics of Signal Propagation in Gated Recurrent Neural Networks,0,0,0,0,0,0
2020,Regulatory Focus: Promotion and Prevention Inclinations in Policy Search,-1,-1,-1,-1,-1,-1
2020,WaveFlow: A Compact Flow-based Model for Raw Audio,3,0,3,1,0,2
2020,Identifying Weights and Architectures of Unknown ReLU Networks,5,2,0,0,0,0
2020,On PAC-Bayes Bounds for Deep Neural Networks using the Loss Curvature,0,0,0,0,0,0
2020,RoBERTa: A Robustly Optimized BERT Pretraining Approach,841,378,415,39,0,260
2020,A Coordinate-Free Construction of Scalable Natural Gradient,7,4,3,0,34,1
2020,Evaluating and Calibrating Uncertainty Prediction in Regression Tasks,12,5,5,0,0,2
2020,Why Does the VQA Model Answer No?: Improving Reasoning through Visual and Linguistic Inference,0,0,0,0,0,0
2020,Modeling Winner-Take-All Competition in Sparse Binary Projections,1,1,0,0,0,0
2020,When Robustness Doesn’t Promote Robustness: Synthetic vs. Natural Distribution Shifts on ImageNet,2,0,0,0,0,1
2020,Perturbations are not Enough: Generating Adversarial Examples with Spatial Distortions,1,1,0,0,0,0
2020,Adaptive Data Augmentation with Deep Parallel Generative Models,-1,-1,-1,-1,-1,-1
2020,Visual Explanation for Deep Metric Learning,2,0,0,1,0,0
2020,Continual Learning via Neural Pruning,18,8,7,1,6,2
2020,Continual Learning using the SHDL Framework with Skewed Replay Distributions,0,0,0,0,0,0
2020,Goten: GPU-Outsourcing Trusted Execution of Neural Network Training and Prediction,0,0,0,0,0,0
2020,One-way prototypical networks,3,1,0,0,0,0
2020,FLUID FLOW MASS TRANSPORT FOR GENERATIVE NETWORKS,2,2,2,0,0,0
2020,Improving Model Compatibility of Generative Adversarial Networks by Boundary Calibration,0,0,0,0,0,0
2020,Generative Imputation and Stochastic Prediction,9,0,0,0,9,0
2020,Denoising Improves Latent Space Geometry in Text Autoencoders,0,0,0,0,0,0
2020,Information-Theoretic Local Minima Characterization and Regularization,1,0,0,0,0,0
2020,Wider Networks Learn Better Features,1,1,0,0,0,0
2020,GENERALIZATION GUARANTEES FOR NEURAL NETS VIA HARNESSING THE LOW-RANKNESS OF JACOBIAN,0,0,0,0,0,0
2020,Implicit competitive regularization in GANs,2,0,0,0,0,0
2020,TWO-STEP UNCERTAINTY NETWORK FOR TASKDRIVEN SENSOR PLACEMENT,-1,-1,-1,-1,-1,-1
2020,Efficient Content-Based Sparse Attention with Routing Transformers,10,7,2,0,0,2
2020,Implicit Rugosity Regularization via Data Augmentation,1,1,0,0,0,0
2020,Balancing Cost and Benefit with Tied-Multi Transformers,1,1,0,0,0,0
2020,Learning to Learn Kernels with Variational Random Features,1,0,1,0,0,0
2020,Learning Numeral Embedding,0,0,0,0,0,0
2020,Label Cleaning with Likelihood Ratio Test,0,0,0,0,0,0
2020,Fast Task Adaptation for Few-Shot Learning,0,0,0,0,0,0
2020,Using Objective Bayesian Methods to Determine the Optimal Degree of Curvature within the Loss Landscape,0,0,0,0,0,0
2020,VIDEO AFFECTIVE IMPACT PREDICTION WITH MULTIMODAL FUSION AND LONG-SHORT TEMPORAL CONTEXT,0,0,0,0,0,0
2020,UNITER: Learning UNiversal Image-TExt Representations,59,34,25,3,0,12
2020,"Fast Linear Interpolation for Piecewise-Linear Functions, GAMs, and Deep Lattice Networks",-1,-1,-1,-1,-1,-1
2020,Knowledge Graph Embedding: A Probabilistic Perspective and Generalization Bounds,0,0,0,0,0,0
2020,BUZz: BUffer Zones for defending  adversarial examples in image classification,1,1,1,0,0,0
2020,Domain Aggregation Networks for Multi-Source Domain Adaptation,1,1,0,0,0,0
2020,Privacy-preserving Representation Learning by Disentanglement,0,0,0,0,0,0
2020,Angular Visual Hardness,3,2,0,0,0,0
2020,Autoencoders and Generative Adversarial Networks for Imbalanced Sequence Classification,0,0,0,0,0,0
2020,Multiagent Reinforcement Learning in Games with an Iterated Dominance Solution,0,0,0,0,0,0
2020,Blockwise Adaptivity:  Faster Training and Better Generalization in Deep Learning,0,0,0,0,0,0
2020,Self-Educated Language Agent with Hindsight Experience Replay for Instruction Following,4,1,1,0,0,0
2020,Policy path programming,0,0,0,0,0,0
2020,Extreme Triplet Learning: Effectively Optimizing Easy Positives and Hard Negatives,0,0,0,0,0,0
2020,MONET: Debiasing Graph Embeddings via the Metadata-Orthogonal Training Unit,2,1,0,0,0,0
2020,DYNAMIC SELF-TRAINING FRAMEWORK  FOR GRAPH CONVOLUTIONAL NETWORKS,1,0,0,0,0,0
2020,TOWARDS FEATURE SPACE ADVERSARIAL ATTACK,1,1,1,0,0,0
2020,DIVA: Domain Invariant Variational Autoencoder,14,5,6,0,0,3
2020,Optimal Attacks on Reinforcement Learning Policies,2,0,2,0,0,0
2020,Recurrent Event Network : Global Structure Inference Over Temporal Knowledge Graph,4,3,2,1,0,2
2020,Continual Learning with Gated Incremental Memories for Sequential Data Processing,1,1,1,0,0,1
2020,Context-Aware Object Detection With Convolutional Neural Networks,0,0,0,0,0,0
2020,Resizable Neural Networks,0,0,0,0,0,0
2020,SPROUT: Self-Progressing Robust Training,0,0,0,0,0,0
2020,FALCON: Fast and Lightweight Convolution for Compressing and Accelerating CNN,1,0,0,0,0,0
2020,Conditional Invertible Neural Networks for Guided Image Generation,18,11,7,0,0,6
2020,Domain-Independent Dominance of Adaptive Methods,2,0,0,0,0,0
2020,RISE and DISE: Two Frameworks for Learning from Time Series with Missing Data,-1,-1,-1,-1,-1,-1
2020,Potential Flow Generator with $L_2$ Optimal Transport Regularity for Generative Models,5,3,2,0,0,2
2020,Power up! Robust Graph Convolutional Network based on Graph Powering,10,5,5,0,0,4
2020,DIME: AN INFORMATION-THEORETIC DIFFICULTY MEASURE FOR AI DATASETS,0,0,0,0,0,0
2020,Improved Detection of Adversarial Attacks via Penetration Distortion Maximization,0,0,0,0,0,0
2020,X-Forest: Approximate Random Projection Trees for Similarity Measurement,0,0,0,0,0,0
2020,Out-of-Distribution Image Detection Using the Normalized Compression Distance,2,0,0,0,0,0
2020,A Deep Recurrent Neural Network via Unfolding Reweighted l1-l1 Minimization,0,0,0,0,0,0
2020,Meta-Learning for Variational Inference,0,0,0,0,0,0
2020,All Simulations Are Not Equal: Simulation Reweighing for Imperfect Information Games,0,0,0,0,0,0
2020,GRASPEL: GRAPH SPECTRAL LEARNING AT SCALE,2,0,0,0,0,0
2020,Latent Variables on Spheres for Sampling and Inference,0,0,0,0,0,0
2020,Detecting Change in Seasonal Pattern via Autoencoder and Temporal Regularization,-1,-1,-1,-1,-1,-1
2020,Ladder Polynomial Neural Networks,0,0,0,0,0,0
2020,Universal Safeguarded Learned Convex Optimization with Guaranteed Convergence,0,0,0,0,0,0
2020,Knockoff-Inspired Feature Selection via Generative Models,0,0,0,0,0,0
2020,Diagnosing the Environment Bias in Vision-and-Language Navigation,0,0,0,0,0,0
2020,Entropy Minimization In Emergent Languages,3,3,0,0,0,0
2020,Improving SAT Solver Heuristics with Graph Networks and Reinforcement Learning,3,3,2,1,0,1
2020,Toward Understanding The Effect of Loss Function on The Performance of Knowledge Graph Embedding,2,0,0,0,0,0
2020,Multi-Precision Policy Enforced Training (MuPPET) : A precision-switching strategy for quantised fixed-point training of CNNs,0,0,0,0,0,0
2020,R2D2: Reuse & Reduce via Dynamic Weight Diffusion for Training Efficient NLP Models,0,0,0,0,0,0
2020,Variational Autoencoders for Opponent Modeling in Multi-Agent Systems,0,0,0,0,0,0
2020,SELF-KNOWLEDGE DISTILLATION ADVERSARIAL ATTACK,0,0,0,0,0,0
2020,Continual Deep Learning by Functional Regularisation of Memorable Past,1,0,0,0,0,0
2020,Model Comparison of Beer data classification using an electronic nose,-1,-1,-1,-1,-1,-1
2020,Deep Multi-View Learning via Task-Optimal CCA,0,0,0,0,0,0
2020,Unsupervised Representation Learning by Predicting Random Distances,1,1,1,0,0,0
2020,Qgraph-bounded Q-learning: Stabilizing Model-Free Off-Policy Deep Reinforcement Learning,0,0,0,0,0,0
2020,Neural Maximum Common Subgraph Detection with Guided Subgraph Extraction,2,2,1,0,0,0
2020,Blockwise Self-Attention for Long Document Understanding,6,4,2,0,0,1
2020,GroSS Decomposition: Group-Size Series Decomposition for Whole Search-Space Training,0,0,0,0,0,0
2020,Emergence of Collective Policies Inside Simulations with Biased Representations,-1,-1,-1,-1,-1,-1
2020,On unsupervised-supervised risk and one-class neural networks,0,0,0,0,0,0
2020,Shifted Randomized Singular Value Decomposition,0,0,0,0,0,0
2020,Encoding Musical Style with Transformer Autoencoders,2,1,2,0,0,0
2020,Adaptive Adversarial Imitation Learning,0,0,0,0,0,0
2020,Adversarial Interpolation Training: A Simple Approach for Improving Model Robustness,4,2,3,0,0,1
2020,Do Image Classifiers Generalize Across Time?,1,1,1,0,0,1
2020,Manifold Learning and Alignment with Generative Adversarial Networks,0,0,0,0,0,0
2020,Count-guided Weakly Supervised Localization Based on Density Map,0,0,0,0,0,0
2020,Neural Phrase-to-Phrase Machine Translation,7,0,0,0,0,0
2020,Walking the Tightrope: An Investigation of the Convolutional Autoencoder Bottleneck,0,0,0,0,0,0
2020,LEX-GAN: Layered Explainable Rumor Detector Based on Generative Adversarial Networks,0,0,0,0,0,0
2020,A New Multi-input Model with the Attention Mechanism for Text Classification,0,0,0,0,0,0
2020,Stochastic Prototype Embeddings,0,0,0,0,0,0
2020,GraphNVP: an Invertible Flow-based Model for Generating Molecular Graphs,26,10,6,2,8,3
2020,Contrastive Multiview Coding,97,53,49,6,4,23
2020,RGTI:Response generation via templates integration for End to End dialog,0,0,0,0,0,0
2020,Improving the Gating Mechanism of Recurrent Neural Networks,0,0,0,0,0,0
2020,Analyzing the Role of Model Uncertainty for Electronic Health Records,11,3,3,1,9,0
2020,Leveraging Entanglement Entropy for Deep Understanding of  Attention Matrix in Text Matching,0,0,0,0,0,0
2020,Superbloom: Bloom filter meets Transformer,0,0,0,0,0,0
2020,LEARNING TO IMPUTE: A GENERAL FRAMEWORK FOR SEMI-SUPERVISED LEARNING,2,2,0,0,0,0
2020,Reflection-based Word Attribute Transfer,0,0,0,0,0,0
2020,ExpandNets: Linear Over-parameterization to Train Compact Convolutional Networks,0,0,0,0,0,0
2020,PopSGD: Decentralized Stochastic Gradient Descent in the Population Model,2,1,0,0,0,0
2020,Wide Neural Networks are Interpolating Kernel Methods: Impact of Initialization on Generalization,-1,-1,-1,-1,-1,-1
2020,Improved Mutual Information Estimation,0,0,0,0,0,0
2020,Confidence Scores Make Instance-dependent Label-noise Learning Possible,2,2,0,0,0,0
2020,Is Deep Reinforcement Learning Really Superhuman on Atari? Leveling the playing field,4,3,2,0,0,0
2020,A Bilingual Generative Transformer for Semantic Sentence Embedding,0,0,0,0,0,0
2020,TechKG: A Large-Scale Chinese Technology-Oriented Knowledge Graph,1,1,0,0,7,0
2020,Wasserstein Adversarial Regularization (WAR) on label noise,0,0,0,0,0,0
2020,Enhancing the Transformer with explicit relational encoding for math problem solving,6,1,1,0,0,0
2020,Constant Curvature Graph Convolutional Networks,4,2,1,0,0,0
2020,Plan2Vec: Unsupervised Representation Learning by Latent Plans,0,0,0,0,0,0
2020,Generating Dialogue Responses From A Semantic Latent Space,0,0,0,0,0,0
2020,Learning Key Steps to Attack Deep Reinforcement Learning Agents,0,0,0,0,0,0
2020,"If MaxEnt RL is the Answer, What is the Question?",5,4,1,0,0,0
2020,Learning to Control Latent Representations for Few-Shot Learning of Named Entities,0,0,0,0,0,0
2020,Variational Hyper RNN for Sequence Modeling,0,0,0,0,0,0
2020,Weighted Empirical Risk Minimization: Transfer Learning based on Importance Sampling,0,0,0,0,0,0
2020,Provenance detection through learning transformation-resilient watermarking,0,0,0,0,0,0
2020,Underwhelming Generalization Improvements From Controlling Feature Attribution,3,1,0,0,0,0
2020,Combining graph and sequence information to learn protein representations,0,0,0,0,0,0
2020,Sensible adversarial learning,3,0,0,0,0,0
2020,YaoGAN: Learning Worst-case Competitive Algorithms from Self-generated Inputs,0,0,0,0,0,0
2020,Learning to Remember from a Multi-Task Teacher,0,0,0,0,0,0
2020,Pretraining boosts out-of-domain robustness for pose estimation,7,1,2,0,0,0
2020,Self-Induced Curriculum Learning in Neural Machine Translation,0,0,0,0,0,0
2020,Adapt-to-Learn: Policy Transfer in Reinforcement Learning,0,0,0,0,0,0
2020,The Surprising Behavior Of Graph Neural Networks,0,0,0,0,0,0
2020,On the Reflection of Sensitivity in the Generalization Error,0,0,0,0,0,0
2020,Bio-Inspired Hashing for Unsupervised Similarity Search,1,1,1,0,0,1
2020,Neural Program Synthesis By Self-Learning,1,0,0,0,0,0
2020,The Variational InfoMax AutoEncoder,0,0,0,0,0,0
2020,Neural Network Out-of-Distribution Detection for Regression Tasks,0,0,0,0,0,0
2020,Stein Self-Repulsive Dynamics: Benefits from Past Samples,1,1,0,0,0,0
2020,Mesh-Free Unsupervised Learning-Based PDE Solver of Forward and Inverse problems,0,0,0,0,0,0
2020,Gaussian Conditional Random Fields for Classification,4,0,0,0,4,0
2020,Visual Hide and Seek,2,1,0,0,0,0
2020,Supervised learning with incomplete data via sparse representations,0,0,0,0,0,0
2020,Transfer Active Learning For Graph Neural Networks,0,0,0,0,0,0
2020,Equivariant Entity-Relationship Networks,0,0,0,0,0,0
2020,Assessing Generalization in TD methods for Deep Reinforcement Learning,0,0,0,0,0,0
2020,Chordal-GCN: Exploiting sparsity in training large-scale graph convolutional networks,0,0,0,0,0,0
2020,Certifying Distributional Robustness using Lipschitz Regularisation,0,0,0,0,0,0
2020,"Continuous Control with Contexts, Provably",1,1,0,0,0,0
2020,Using Hindsight to Anchor Past Knowledge in Continual Learning,4,2,1,1,0,0
2020,Solving single-objective tasks by preference multi-objective reinforcement learning,0,0,0,0,0,0
2020,Transfer Alignment Network for Double Blind Unsupervised Domain Adaptation,0,0,0,0,0,0
2020,Policy Optimization by Local Improvement through Search,0,0,0,0,0,0
2020,Regularly varying representation for sentence embedding,-1,-1,-1,-1,-1,-1
2020,Statistical Verification of General Perturbations by Gaussian Smoothing,2,1,1,2,0,1
2020,Learning to Anneal and Prune Proximity Graphs for Similarity Search,0,0,0,0,0,0
2020,Unsupervised Learning of Graph Hierarchical Abstractions with Differentiable Coarsening and Optimal Transport,0,0,0,0,0,0
2020,Bayesian Variational Autoencoders for Unsupervised Out-of-Distribution Detection,4,0,2,1,0,0
2020,Robust Instruction-Following in a Situated Agent via Transfer-Learning from Text,0,0,0,0,0,0
2020,Fully Polynomial-Time Randomized Approximation Schemes for Global Optimization of High-Dimensional Folded Concave Penalized Generalized Linear Models,0,0,0,0,0,0
2020,MANIFOLD FORESTS: CLOSING THE GAP ON NEURAL NETWORKS,1,1,0,0,0,0
2020,Granger Causal Structure Reconstruction from Heterogeneous Multivariate Time Series,0,0,0,0,0,0
2020,Towards Disentangling Non-Robust and Robust Components in Performance Metric,1,0,0,0,0,0
2020,Distributed Training Across the World,0,0,0,0,0,0
2020,Risk Averse Value Expansion for Sample Efficient and Robust Policy Learning,0,0,0,0,0,0
2020,MANAS: Multi-Agent Neural Architecture Search,3,2,0,0,0,0
2020,Neural Architecture Search by Learning Action Space for Monte Carlo Tree Search,1,1,0,0,0,0
2020,A multi-task U-net for segmentation with lazy labels,3,1,0,0,0,0
2020,Deep automodulators,0,0,0,0,0,0
2020,Towards Certified Defense for Unrestricted Adversarial Attacks,0,0,0,0,0,0
2020,Best feature performance in codeswitched hate speech texts,0,0,0,0,0,0
2020,Evolutionary Reinforcement Learning for Sample-Efficient Multiagent Coordination,5,5,0,0,0,0
2020,Gaussian Process Meta-Representations Of Neural Networks,0,0,0,0,0,0
2020,Training Deep Neural Networks with Partially Adaptive Momentum,0,0,0,0,0,0
2020,Scalable Deep Neural Networks via Low-Rank Matrix Factorization,2,0,1,0,0,0
2020,Antifragile and Robust Heteroscedastic Bayesian Optimisation,0,0,0,0,0,0
2020,Compressed Sensing with Deep Image Prior and Learned Regularization,51,25,13,2,50,3
2020,Unsupervised Hierarchical Graph Representation Learning with Variational Bayes,1,0,0,0,0,0
2020,Learning Algorithmic Solutions to Symbolic Planning Tasks with a Neural Computer,0,0,0,0,0,0
2020,Multi-Step Decentralized Domain Adaptation,0,0,0,0,0,0
2020,Robust saliency maps with distribution-preserving decoys,0,0,0,0,0,0
2020,Towards Interpreting Deep Neural Networks via Understanding Layer Behaviors,0,0,0,0,0,0
2020,Robust Graph Representation Learning via Neural Sparsification,1,1,0,0,0,0
2020,Good Semi-supervised VAE Requires Tighter Evidence Lower Bound,0,0,0,0,0,0
2020,EDUCE: Explaining model Decision through Unsupervised Concepts Extraction,8,4,1,0,0,0
2020,Projected Canonical Decomposition for Knowledge Base Completion,0,0,0,0,0,0
2020,Lossless Data Compression with Transformer,0,0,0,0,0,0
2020,Stochastically Controlled Compositional Gradient for the Composition problem,0,0,0,0,0,0
2020,Domain Adaptation via Low-Rank Basis Approximation,1,0,0,0,0,0
2020,SGD with Hardness Weighted Sampling for Distributionally Robust Deep Learning,0,0,0,0,0,0
2020,Fast Training of Sparse Graph Neural Networks on Dense Hardware,3,0,0,0,0,0
2020,CGT: Clustered Graph Transformer for Urban Spatio-temporal Prediction,1,0,0,0,0,0
2020,Regularizing Black-box Models for Improved Interpretability,6,4,3,1,0,1
2020,AlgoNet: $C^\infty$ Smooth Algorithmic Neural Networks,0,0,0,0,0,0
2020,CAPACITY-LIMITED REINFORCEMENT LEARNING: APPLICATIONS IN DEEP ACTOR-CRITIC METHODS FOR CONTINUOUS CONTROL,-1,-1,-1,-1,-1,-1
2020,AdvCodec: Towards A Unified Framework for Adversarial Text Generation,4,3,1,0,0,1
2020,Function Feature Learning of Neural Networks,0,0,0,0,0,0
2020,Unsupervised domain adaptation with imputation,0,0,0,0,0,0
2020,Path Space for Recurrent Neural Networks with ReLU Activations,0,0,0,0,0,0
2020,Fast Machine Learning with Byzantine Workers and Servers,1,1,1,0,0,0
2020,Topology-Aware Pooling via Graph Attention,0,0,0,0,0,0
2020,Stochastic Latent Actor-Critic: Deep Reinforcement Learning with a Latent Variable Model,25,14,12,3,0,5
2020,Localised Generative Flows,6,3,1,0,0,1
2020,Guided Adaptive Credit Assignment for Sample Efficient Policy Optimization,0,0,0,0,0,0
2020,Proactive Sequence Generator via Knowledge Acquisition,0,0,0,0,0,0
2020,Reinforcement Learning without Ground-Truth State,1,0,1,0,0,0
2020,Generalized Inner Loop Meta-Learning,12,5,4,0,0,1
2020,Channel Equilibrium Networks,1,0,0,0,0,0
2020,Zeroth Order Optimization by a Mixture of Evolution Strategies,-1,-1,-1,-1,-1,-1
2020,Limitations for Learning from Point Clouds,0,0,0,0,0,0
2020,WORD SEQUENCE PREDICTION FOR AMHARIC LANGUAGE,0,0,0,0,0,0
2020,Learning Underlying Physical Properties From Observations For Trajectory Prediction,0,0,0,0,0,0
2020,Provable Representation Learning for Imitation Learning via Bi-level Optimization,0,0,0,0,0,0
2020,Anchor & Transform: Learning Sparse Representations of Discrete Objects,0,0,0,0,0,0
2020,EgoMap: Projective mapping and structured egocentric memory for Deep RL,0,0,0,0,0,0
2020,Few-shot Learning by Focusing on Differences,0,0,0,0,0,0
2020,On the Parameterization of Gaussian Mean Field Posteriors in Bayesian Neural Networks,1,1,0,0,0,0
2020,Deep unsupervised feature selection,0,0,0,0,0,0
2020,Efficient Bi-Directional Verification of ReLU Networks via Quadratic Programming,0,0,0,0,0,0
